document_id,clean_text,label
Doc_34,keratoconus is a problem that causes changes in the shape and thickness of the cornea making it thinner and less resistant patients who underwent refractive surgery laser have a higher chance of developing the disease by corneal thinning which can cause blindness and require corneal transplantation this paper presents a proposal to detect early stages of keratoconus in refractive surgery candidates by applying machine learning algorithms to corneal biomechanical data to differentiate normal corneas from keratoconus carriers this solution aims to assist in the medical diagnosis enabling the identification of patients with a potential risk of developing the disease and greater accuracy in decision making resumo ceratocone um problema que provoca altera es no formato e espessura da c rnea deixando a mais fina e menos resistente pacientes que foram submetidos a cirurgia refrativa a laser tem uma chance maior de desenvolver a doen a pelo afinamento corneano podendo causar cegueira e exigir o transplante de c rnea este artigo apresenta uma proposta para detectar est gios iniciais de ceratocone em pacientes candidatos a cirurgia refrativa aplicando algoritmos de aprendizagem de m quina em dados oculares e biomec nicos da c rnea de forma a diferenciar c rneas normais de portadores de ceratocone introdu o ceratocone do grego keratohorn c rnea e konos cone um problema na c rnea do olho humano com incid ncia de aproximadamente em casos na popula o mundial e caracteriza se pelo afinamento progressivo e assim trico da c rnea com formato c nico e irregular nos estados unidos cerca de em pessoas desenvolvem a doen a kennedy et al de acordo com o conselho brasileiro de oftalmologia dos transplantes de c rnea feitos no brasil s o decorr ncia do ceratocone a ceratocone uma das caracter sticas mais importantes a se considerar na avalia o pr operat ria de pacientes candidatos para cirurgia refrativa kanellopoulos et al a ectasia ocular o nome dado para a presen a de altera es na curvatura da c rnea h muitos m todos conhecidos na literatura para detec o da ectasia os principais s o a an lise de ndices indicadores topogr ficos tomogr ficos e biomec nicos randleman et al estudos recentes indicam que os ndices biomec nicos s o medidas essenciais para analisar fatores de risco para a ectasia e podem ajudar a detectar a doen a de forma precoce antes mesmo da evolu o para os est gios mais avan ados da doen a levando a mudan as na c rnea o objetivo desta pesquisa investigar caracter sticas oftalmol gicas com base nas medidas biomec nicas e oculares disponibilizadas por uma cl nica de oftalmologia no rio de janeiro a contribui o esperada inclui o desenvolvimento de um modelo de aprendizagem de m quina de alta precis o para detec o de ceratocone o classificador proposto baseia se no treinamento dos dados oriundos de olhos normais e portadores de ceratocone aplicando varia es nas t cnicas e metodologias j exploradas na literatura a descoberta de conhecimento em base de dados tamb m conhecida como kdd knowledge discovery on databases uma das reas de maior relev ncia para a aplica o de minera o de dados e v rias abordagens suport vector machine random forest redes neurais v m sendo amplamente aplicadas na medicina e bioinform tica na previs o de diagn sticos rohm et al a aprendizagem de m quina tornou se popular na medicina dada a sua capacidade de lidar com dados e de auxiliar no diagn stico m dico oh et al a detec o de ceratocone chave para identifica o de candidatos a cirurgia refrativa jim nez et al apresenta o do problema a cirurgia lasik ceratomileose a laser in situ um procedimento de cirurgia refrativa indicado para a corre o da miopia astigmatismo e hipermetropia de comprovada seguran a e efic cia kanellopoulos entretanto como qualquer outro tipo de procedimento cir rgico envolve complica es uma complica o rara mas bastante s ria que acomete os pacientes no p s operat rio a ectasia p s lasik conhecida como ceratocone klein et al a cirurgia lasik resulta na remo o de tecido corneano ou seja reformula a superf cie da c rnea para corrigir o erro de refra o a quantidade de tecido da c rnea que removida do estroma chamada de profundidade da abla o ablation depth o restante do tecido corneano subjacente chamado de leito estromal residual existem tr s camadas a serem consideradas ao realizar o lasik o retalho flap tickness a profundidade da abla o ablation depth e o leito estromal residual rsb as medidas das tr s camadas precisam ser analisadas antes que o lasik possa ser executado o conjunto de dados disponibilizado cont m registros de pacientes com informa es biomec nicas oculares distribu das em vari veis o conjunto de dados informa a presen a ou n o da ectasia ocular sendo registros de olhos saud veis e registros de olhos portadores de ceratocone proposta de solu o a proposta da pesquisa desenvolver um modelo classificador para auxiliar na detec o de pacientes com risco de desenvolver ectasia ocular no p s operat rio da cirurgia de refra o esta proposta de solu o visa utilizar t cnicas de aprendizagem de m quina para extrair padr es ocultos nas medidas coletadas a solu o possibilitar prever com maior efic cia a probabilidade de pacientes desenvolverem a ectasia corneana nos est gios iniciais graus i e ii da tabela de classifica o de amsler krumeich identificando as caracter sticas mais decisivas para o desenvolvimento da doen a a metodologia proposta para alcance dos objetivos da pesquisa consiste nas etapas a seguir caracteriza o do problema teoriza o constru o do modelo classificador e avalia o experimental avalia o experimental do modelo a avalia o da solu o a partir da constru o do modelo ocorre na etapa de experimeta o considerando se que apenas das inst ncias observadas desenvolveram ceratocone ser o aplicadas t cnicas de undersampling ou oversampling para tratar o desbalanceamento dos dados a t cnica de undersampling diminui a quantidade de observa es com maior n mero de inst ncias olhos normais e a t cnica de oversampling replica as observa es em menor quantidade olhos com ceratocone a partir da equaliza o das observa es o classificador ser avaliado quanto sua matriz de confus o e medidas de sensibilidade especificidade acur cia curva roc receiver operating characteristic e auc area under the curve a matriz de confus o relaciona os valores de entrada com os resultados previstos pelo classificador segregando em quatro quadrantes os verdadeiros positivos verdadeiros negativos falsos positivos e falsos negativos a sensibilidade mede a propor o de casos positivos identificados corretamente a especificidade mede a propor o de casos negativos identificados corretamente a acur cia mede a propor o de casos corretamente previstos a curva roc mede a taxa de falsos positivos no eixo x e taxa de verdadeiros positivos no eixo y o esquema abaixo representa o fluxo proposto para treinamento do classificador figura fluxo para o treinamento do classificador proposto a partir dos resultados obtidos ser o aplicados testes estat sticos para comparar o desempenho dos modelos propostos o teste de kruskal wallis possibilitar observar se existe diferen a estat stica relevante entre os algoritmos utilizados em cada modelo confirmando esta hip tese os testes de scott knott e effect size de cohen s d permitir o analisar a magnitude desta diferen a possibilitando ranquear os modelos que melhor contribuem com o classificador atividades realizadas a pesquisa encontra se na fase inicial correspondente a contextualiza o do problema e levantamento de estudos semelhantes extra dos da literatura embora estes trabalhos indiquem elevado desempenho no diagn stico de ceratocone por meio da aplica o de distintas t cnicas de aprendizagem de m quina esta pesquisa prop e se em combinar a acur cia de t cnicas supervisionadas na detec o de classes previamente conhecidas com a adaptabilidade de t cnicas n o supervisionadas na detec o de novas classes o quadro abaixo apresenta uma amostra do levantamento realizado quadro amostra de trabalhos realizados para diagn stico de ceratocone autor t cnica auc par metros alexandru lavric et al cnn topografia das imagens r ambr sio et al rf loocv dados tomogr ficos pentacam hr biomec nicos corvis st accardo et al nn dados topogr ficos legenda nn neural networks cnn convolution neural networks rf random forest loocv leave one out cross validation considera es finais a aplica o de t cnicas de aprendizagem de m quina vem se consolidado como estrat gia fundamental no diagn stico de ceratocone o desenvolvimento de um modelo anal tico de dados para detectar est gios iniciais de ceratocone permite que ferramentas de apoio a decis o utilizem como insumo seus dados para garantir uma maior assertividade no diagn stico m dico aliado ao alto desempenho esperado em termos de sensibilidade acur cia e especificidade da solu o espera se minimizar as chances de complica es no p s operat rio em pacientes de risco candidatos a cirurgia refrativa,Machine Learning
Doc_35,in satellite communication systems it is necessary to implement fast and effective interference suppression for unknown interference signals to ensure the safety and reliability of satellite communication and successful recognition of the types of interference is a prerequisite for ensuring high efficiency anti interference in this paper the incremental learning method is introduced into the process of satellite interference signals recognition to lower the hardware conditions required by the machine learning algorithm reduce the memory consumption and shorten the computing time firstly a variety of frequency domain features are extracted from five kinds of interference signals that often appear in satellite communication systems as classification feature parameters secondly the incremental support vector machine learning model proposed by gert cauwenberghs et al is extended to a multiclass model by one versus one decision tree and directed acyclic graph respectively then the three improved models are used to train the characteristic parameters of the interference signals to obtain the recognition results simulation experiments show that compared with the conventional multi category support vector machine model the proposed models have little difference in recognition accuracy but the computing time and the memory occupation of the training models are greatly reduced these results are consistent with the actual requirements of satellite communication systems,Machine Learning
Doc_36,monitoring and evaluation m e are essential processes in international development ensuring accountability learning and program effectiveness this article examines the evolution of m e from compliance driven reporting to adaptive systems grounded in results based management rbm the logical framework approach logframe and theory of change toc particular attention is given to low resource settings where context sensitive and cost effective approaches are critical the analysis highlights practical strategies for adapting data collection and reporting with examples from health agriculture and community programs emerging trends including the use of mobile technologies artificial intelligence and machine learning are considered for their potential to enhance real time monitoring and predictive insights the article concludes that participatory culturally grounded and adaptive approaches are essential for strengthening trust ensuring sustainability and embedding m e as a culture of learning in development practice,Machine Learning
Doc_37,this paper proposes a novel and simple multilayer feature learning method for image classification by employing the extreme learning machine elm the proposed algorithm is composed of two stages the multilayer elm ml elm feature mapping stage and the elm learning stage the ml elm feature mapping stage is recursively built by alternating between feature map construction and maximum pooling operation in particular the input weights for constructing feature maps are randomly generated and hence need not be trained or tuned which makes the algorithm highly efficient moreover the maximum pooling operation enables the algorithm to be invariant to certain transformations during the elm learning stage elastic net regularization is proposed to learn the output weight elastic net regularization helps to learn more compact and meaningful output weight in addition we preprocess the input data with the dense scale invariant feature transform operation to improve both the robustness and invariance of the algorithm to evaluate the effectiveness of the proposed method several experiments are conducted on three challenging databases compared with the conventional deep learning methods and other related ones the proposed method achieves the best classification results with high computational efficiency,Machine Learning
Doc_38,under the open education system college physical education multimedia network teaching involves complexity and diversity to improve the efficiency of such teaching this paper proposes an information fusion model based on big data resource scheduling for online courses the design incorporates a software platform built in an embedded linux environment including several key modules such as the database module multimedia information resource sampling module embedded program processing module and multimedia human machine interaction control module the platform aims to enhance teaching and learning experiences in college physical education by offering students an interactive and comprehensive learning environment key components of the platform design include the user interface the database module and the information fusion model the platform utilizes excel and access technology for data collection and database construction within the open education system additionally a quantitative recursive analysis method is applied to design the algorithm for multimedia network teaching information fusion and scheduling under a linear programming model the algorithm integrates into the platform using the instruction dynamic loading module which loads it into the system control terminal and the information processing center after successful loading the algorithm is executed for various tasks related to information fusion and scheduling this feature allows for the efficient management of resources and data furthermore the platform supports cross compilation and multi mode control of multimedia network teaching information in a cloud computing environment by combining embedded software design techniques the software development of the management platform is realized the results demonstrate that the platform s multi mode integration and scheduling abilities are enhanced and its real time retrieval and access capabilities are stronger thereby improving the quality of multimedia network teaching in college sports,Machine Learning
Doc_39,thematic analysis thematic coding or thematic data analysis has historically been a significant analytic framework for literary texts poetry or prose as ai and natural language processing arrived a paradigm shift is occurring in the area of literature analysis in this paper we will examine how ai based methods can assist thematic analysis of poetry and prose since as we will demonstrate there are machines and its algorithms that identify analyze and classify themes with increasing accuracy and complexity ai especially models that learn by gluing themselves to large collections of texts can snatch up the patterns semantic associations and emotional tinges that recur and recur and help students educators and scholars to peel away layer after layer of thematic nuance in works of literature what how do you approach the text what is the foremost favorite common good idea themes whatever help in attaining the wholeness of meaning purpose of text but this work is usually tedious descriptive it is an ai technology based on machine learning ml deep learning dl and natural language processing nlp that allows analyzing more text in a bigger capacity and making your activity faster and more enjoyable algorithms such as topic modeling sentiment analysis and word embeddings are able to find hidden themes trace their patterns across sections of a work and even compare across works by authors or literary periods the language of the corpus in poetry is symbolic that of a mode of life is figurative and sentimental methodology how does a machine know that however transformer models and contextuality have now given ai systems the ability to process and understand figurative language as well as processing of symbolism with remarkably high effectiveness then you could quite literally trace the rise or fall of emotionally colored words or you could observe the tonal variation or trace out the billboards of a given theme such as love loss or nature industrialization using prose ai systems can scan across an entire narrative revolution arc character development and intertextual allusions which can offer them a chance to determine a prevailing theme identity power alienation or even morality disableleftside ads filter thema thematic analysis typically is an area in which interpretation is rich which by its nature is want of transparency in its limits literature,Machine Learning
Doc_40,in the current technological era machine learning applications are becoming popular every day this research paper provides information about the effectiveness of the ml technique in accounting as well as the auditing process to get proper results different ml libraries are utilized concluding seaborn matplotlib numpy and so on in the introduction section the research purpose and this research objectives have been developed through which the entire research process will be developed logistic regression machine learning model is built literary sources have been analyzed in the literature review section through which it can be easy to gain different perceptions based on the research context the effectiveness of different types of machine learning algorithms in accounting and auditing has been evaluated properly to develop a knowledge level it is important to increase proper attention and this research paper will provide proper information based on ml effectiveness,Machine Learning
Doc_41,the impact of the morbidity in the long term leads to chronic disease and high mortality rates majority of the people suffering realize the chronic nature at the end stage machine learning can be integrated with the physician to deliver better solutions in identifying the nature of disease at early stages the patients are diagnosed with the help of machine learning techniques and algorithms machine learning algorithms like na ve bayesian network decision tree random forest and support vector machine are integrated with the patient data to diagnose the disease and give the result of the patient s condition as normal or abnormal after the diagnosis medications are suggested for the disease the general methods used for diagnosis are not affordable by the major population and machine learning methods can overcome the above limits,Machine Learning
Doc_42,the paper presents the concept of an information system for forecasting the temperature regime of the earth s surface using machine learning forecasting is based on historical data for a specific area in order to increase the accuracy of forecasting results an analysis of the features of climatic zones was carried out to identify patterns a comparison of the dependence of the average monthly temperatures of the earth s surface in countries depending on their location in climate zones was carried out the analysis of sources and scientific publications confirmed the relevance of the chosen research topic historical aspects of forecasting changes in climatic indicators are considered modern methods and approaches to temperature forecasting their advantages and disadvantages are analyzed an overview of the subject area was conducted and the regularities of temperature changes according to climate features were determined a comparison of temperature regimes for countries located in different climate zones was made for clarity graphs of temperature changes were plotted and average indicators were calculated for each climate zone the results of the study confirm the need to adjust the temperature forecast for certain areas taking into account their location in a specific climate zone the revealed regularities in the temperature regime of the countries indicate the need for an individual approach to forecasting and the use of such machine learning methods that are best adapted to the dependencies observed in the climate zone the architecture of the information system for forecasting future temperatures depending on the climatic features of the studied territories is proposed a concept has been formed for further research to find more accurate and effective approaches to predicting climate parameters and achieving the goals of sustainable development,Machine Learning
Doc_43,the outbreak of cyanobacterial blooms is a serious water environmental problem and the harm it brings to aquatic ecosystems and water supply systems cannot be underestimated it is very important to establish an accurate prediction model of cyanobacterial bloom concentration which is a challenging issue machine learning techniques can improve the prediction accuracy but a large amount of historical monitoring data is needed to train these models for some waters with an inconvenient geographical location or frequent sensor failures there are not enough historical data to train the model to deal with this problem a fused model based on a transfer learning method is proposed in this paper in this study the data of water environment with a large amount of historical monitoring data are taken as the source domain in order to learn the knowledge of cyanobacterial bloom growth characteristics and train the prediction model the data of the water environment with a small amount of historical monitoring data are taken as the target domain in order to load the model trained in the source domain then the training set of the target domain is used to participate in the inter layer fine tuning training of the model to obtain the transfer learning model at last the transfer learning model is fused with a convolutional neural network to obtain the prediction model various experiments are conducted for a h prediction on the test set of the target domain the results show that the proposed model can significantly improve the prediction accuracy of cyanobacterial blooms for the water environment with a low data volume,Machine Learning
Doc_44,advances in early insect detection have been reported using digital technologies through camera systems sensor networks and remote sensing coupled with machine learning ml modeling however up to date there is no cost effective system to monitor insect presence accurately and insect plant interactions this paper presents results on the implementation of near infrared spectroscopy nir and a low cost electronic nose e nose coupled with machine learning several artificial neural network ann models were developed based on classification to detect the level of infestation and regression to predict insect numbers for both e nose and nir inputs and plant physiological response based on e nose to predict photosynthesis rate a transpiration e and stomatal conductance gs results showed high accuracy for classification models ranging within for nir and between using e nose data as inputs for regression models high correlation coefficients were obtained for physiological parameters gs e and a using e nose data from all samples as inputs r and r considering only control plants no insect presence finally r for nir and r for e nose data as inputs were obtained to predict number of insects performances for all models developed showed no signs of overfitting in this paper a field based system using unmanned aerial vehicles with the e nose as payload was proposed and described for deployment of ml models to aid growers in pest management practices,Machine Learning
Doc_45,numerous diseases nowadays should be recognized from the get go to start viable treatments if not they may be lethal and incurable thus it is important to examine convoluted clinical information reports and photos quicker while maintaining a more significant precision level in different cases certain peculiarities are unpretentious to such an extent that individuals can t promptly distinguish them at the point when a basic information examination on clinical information is expected to distinguish stowed away connections or irregularities that are not obvious to people ai innovations are being utilized in medical services for computational navigation it is trying to execute algorithms to do such positions in any of them yet it is considerably harder to develop calculation precision further while decreasing execution time the meaning of preventive and productive medical services utilizing enormous information scattered through different lot gadgets is underlined in medical care and it because of the late expanded interest medical care data investigation fundamentally includes forecast by utilizing a client s essential data and static information from a knowledge base this research study proposes a convolutional neural network cnn and machine learning based unique model for health care predictions,Machine Learning
Doc_46,an extraordinary outbreak of pneumonia in wuhan city china was subsequently termed as covid emerged in december the virus is also known as an infectious disease inherited from a novel coronavirus this study exposed the beginning of the unprecedented covid confirmed cases spike exponentially in the united states and countries globally epidemiologists usually utilize conventional spread prediction via the classic clustering method a suspected patient is likely to blow out the disease to a potential agglomerative of cases grouped in place and time in the era of cutting edge outbreak prediction can also generate accurate techniques to utilize unsupervised machine learning methods we apply two prominent unsupervised learning methods namely k means clustering and correlation on a set coronavirus outbreak covid data collection dated march and august the k means automatically search for unknown clusters of many countries infected with the covid rapidly it shows that a group of m produces an accuracy of about with the united states and italy iran france spain german indonesia malaysia philippine as clusters at the same time it predicts a pertinent relationship between the total deaths and critical patients attributes of while correlating covid characteristics,Machine Learning
Doc_47,given its advantages in low latency fast response context aware services mobility and privacy preservation edge computing has emerged as the key support for intelligent applications and g g internet of things iot networks this technology extends the cloud by providing intermediate services at the edge of the network and improving the quality of service for latency sensitive applications many ai based solutions with machine learning deep learning and swarm intelligence have exhibited the high potential to perform intelligent cognitive sensing intelligent network management big data analytics and security enhancement for edge based smart applications despite its many benefits there are still concerns about the required capabilities of intelligent edge computing to deal with the computational complexity of machine learning techniques for big iot data analytics resource constraints of edge computing distributed computing efficient orchestration and synchronization of resources are all factors that require attention for quality of service improvement and cost effective development of edge based smart applications in this context this paper aims to explore the confluence of ai and edge in many application domains in order to leverage the potential of the existing research around these factors and identify new perspectives the confluence of edge computing and ai improves the quality of user experience in emergency situations such as in the internet of vehicles where critical inaccuracies or delays can lead to damage and accidents these are the same factors that most studies have used to evaluate the success of an edge based application in this review we first provide an in depth analysis of the state of the art of ai in edge based applications with a focus on eight application areas smart agriculture smart environment smart grid smart healthcare smart industry smart education smart transportation and security and privacy then we present a qualitative comparison that emphasizes the main objective of the confluence the roles and the use of artificial intelligence at the network edge and the key enabling technologies for edge analytics then open challenges future research directions and perspectives are identified and discussed finally some conclusions are drawn,Machine Learning
Doc_48,this retracts the article doi,Other
Doc_49,background as primary care populations age timely identification of palliative care need is becoming increasingly relevant previous studies have targeted particular patient populations with life limiting disease but few have focused on patients in a primary care setting toward this end we propose a stepped wedge pragmatic randomized trial whereby a machine learning algorithm identifies patients empaneled to primary care units at mayo clinic rochester minnesota united states with high likelihood of palliative care need methods care team units in clusters were randomized to wedges each lasting days for care teams in treatment wedges palliative care specialists review identified patients making recommendations to primary care providers when appropriate care teams in control wedges receive palliative care under the standard of care discussion this pragmatic trial therefore integrates machine learning into clinical decision making instead of simply reporting theoretical predictive performance such integration has the possibility to decrease time to palliative care improving patient quality of life and symptom burden trial registration clinicaltrials gov nct restrospectively registered protocol v dated,Machine Learning
Doc_50,finding important edges in a graph is a crucial problem for various research fields such as network epidemics signal processing machine learning and sensor networks in this paper we tackle the problem based on sampling theory on graphs we convert the original graph to a line graph where its nodes and edges respectively represent the original edges and the connections between the edges we then perform node sampling of the line graph based on the edge smoothness assumption this process selects the most critical edges in the original graph we present a general framework of edge sampling based on graph sampling theory and reveal a theoretical relationship between the degree of the original graph and the line graph we also propose an acceleration method for edge sampling in the proposed framework by using the relationship between the two types of laplacian of the node and edge domains experimental results in synthetic and real world graphs validate the effectiveness of our approach against some alternative edge selection methods,Machine Learning
Doc_51,over the past ten years there has been a lot of emphasis focused on the development of artificial intelligence ai and machine learning ml based mental health treatments to increase practitioners and patients trust in ai applications ai systems need to explain their actions this is called explainable ai xai while significant progress has been achieved in stress prediction models xai has not advanced as much to overcome this gap this work presents an explainable ai based multi layer pyramid convolutional neural network xai mlpcnn architecture for stress detection multi channel eeg recordings can be deconstructed into distinct frequency bands and their non linearity and non stationarity removed using the discrete wavelet transform dwt when processing features the power spectral density psd is employed conversely the decomposed signals are employed in the automatic feature extraction process through mlpcnn and the dual bilstm with self attention layer dbil sa is utilized to predict stress mlpcnn dbil sa and psd features are combined to improve prediction to provide explanations or assess how explainable the predictions are explainable artificial intelligence techniques like shapley additive explanations shap and local interpretable model agnostic explanations lime are employed the python platform is used to implement the model performance is further assessed using a several performance metrics such as accuracy recall precision and f measure furthermore the proposed approach is compared to other methods that are currently in use like cnn dwd and psd lstm dwd and psd bi lstm dwd and psd rnn dwd and psd and gru dwt and psd,Machine Learning
Doc_52,as a cutting edge branch of artificial intelligence technology generative artificial intelligence genai is effecting a profound transformation in secondary school chemistry education this study undertakes a systematic review of related research papers to analyze the current application of genai in chemistry teaching through discussing four key dimensions homework and assessment optimization experimental teaching innovation instructional design empowerment and personalized learning support the research not only unveils the underlying mechanisms of technological empowerment but also grapples with practical challenges such as data security and algorithmic bias it ultimately proposes development paths including building human machine collaborative teaching paradigms and cultivating critical thinking the findings demonstrate that genai bolsters the personalization and efficacy of chemistry instruction via intelligent content generation contextualized interaction design and precise data feedback however the study emphasizes the necessity to address time constraints in technology application while preserving the rational essence of education,Machine Learning
Doc_53,due to the potential of the unmanned aerial vehicle uav they began to be increasingly used in various fields such as environment leisure health military transport etc along with increasing battery storage capacity the uavs began to be propulsion by brushless dc bldc motors failure of bldc motors can lead to loss of control which can cause accidents in these conditions it is necessary to devise methods that can find the defects of the bldc motors in the uavs in this article the authors propose a novel method to predict bldc motor defects using machine learning to maximize the method results the performance of three machine learning models k nearest neighbor knn support vector machine svm and bayesian network bn in predicting the flaws of bldc motors have been compared,Machine Learning
Doc_54,spontaneous activity plays a crucial role in brain development by coordinating the integration of immature neurons into emerging cortical networks high levels and complex patterns of spontaneous activity are generally associated with low rates of apoptosis in the cortex however whether spontaneous activity patterns directly encode for survival of individual cortical neurons during development remains an open question here we longitudinally investigated spontaneous activity and apoptosis in developing cortical cultures combining extracellular electrophysiology with calcium imaging these experiments demonstrated that the early occurrence of calcium transients was strongly linked to neuronal survival silent neurons exhibited a higher probability of cell death whereas high frequency spiking and burst behavior were almost exclusively detected in surviving neurons in local neuronal clusters activity of neighboring neurons exerted a pro survival effect whereas on the functional level networks with a high modular topology were associated with lower cell death rates using machine learning algorithms cell fate of individual neurons was predictable through the integration of spontaneous activity features our results indicate that high frequency spiking activity constrains apoptosis in single neurons through sustained calcium rises and thereby consolidates networks in which a high modular topology is reached during early development,Machine Learning
Doc_55,the papers in this special section examines the deployment of big data and artificial intelligence for network technologies the eneration of huge amounts of data called big data is creating the need for efficient tools to manage those data artificial intelligence ai has become the powerful tool in dealing with big data with recent breakthroughs at multiple fronts in machine learning including deep learning meanwhile information networks are becoming larger and more complicated generating a huge amount of runtime statistics data such as traffic load resource usages the emerging big data and ai technologies may include a bunch of new requirements applications and scenarios such as e health intelligent transportation systems its industrial internet of things iiot and smart cities in the term of computing networks the big data and ai driven network technologies also provide an unprecedented patient to discover new features to characterize user demands and system capabilities in network resource assignment security and privacy system architecture modeling and applications which needs more explorations the focus of this special section is to address the big data and artificial intelligence for network technologies we appreciate contributions to this special section and the valuable and extensive efforts of the reviewers the topics of this special section range from big data and ai algorithms models architecture for networks and systems to network architecture,Machine Learning
Doc_56,digital twins dts are gaining popularity because they provide precise digital copies of assets processes and systems this is especially true when these dts are paired with real time simulation models that make use of modern technologies like machine learning artificial intelligence and data analytics these combinations can provide a comprehensive and dynamic view of the monitored systems digital twin dt has shown tremendous potential to bring about revolutionary improvements in the field of construction site surveillance there is however a notable paucity of empirical research identifying the constant elements affecting dt adoption in this industry this research tries to fill that void by identifying the important elements that determine the usage of dt in construction the study adopts a complete framework with the goal of increasing the use of dt in building site monitoring the elements influencing the adoption and effectiveness of distributed ledger technology dt are divided into three categories technological organizational and economic technological factors include the system s appropriateness and the robustness of the data infrastructure organizational considerations include the company s openness to innovation and leadership support economic aspects include things like return on investment roi and cost effectiveness the research technique combines case studies and literature reviews to examine the benefits and drawbacks of dt in construction monitoring this study s expected output is a comprehensive framework that aids construction businesses in optimizing the use of dt in site monitoring this would allow for more efficient data driven and forward thinking processes the study s ultimate purpose is to provide critical knowledge that will assist the building sector in adopting cutting edge methods the industry may better plan for the integration of this sophisticated technology into their operations by knowing the potential of dt and the variables driving its adoption this in turn can lead to more efficiency lower risks and improved overall performance,Machine Learning
Doc_57,training data for nlp tasks often exhibits gender bias in that fewer sentences refer to women than to men in neural machine translation nmt gender bias has been shown to reduce translation quality particularly when the target language has grammatical gender the recent winomt challenge set allows us to measure this effect directly stanovsky et al ideally we would reduce system bias by simply debiasing all data prior to training but achieving this effectively is itself a challenge rather than attempt to create a balanced dataset we use transfer learning on a small set of trusted gender balanced examples this approach gives strong and consistent improvements in gender debiasing with much less computational cost than training from scratch a known pitfall of transfer learning on new domains is catastrophic forgetting which we address at adaptation and inference time during adaptation we show that elastic weight consolidation allows a performance trade off between general translation quality and bias reduction at inference time we propose a lattice rescoring scheme which outperforms all systems evaluated in stanovsky et al on winomt with no degradation of general test set bleu we demonstrate our approach translating from english into three languages with varied linguistic properties and data availability,Machine Learning
Doc_58,in this work we present a framework for data driven digital twins for real time machine monitoring data driven digital twins are gaining prominence in a variety of industrial applications owing to their ability to capture complex relationships between sensor data and system behavior the computational efficiency gained by using such twins is critical for real time machine monitoring and diagnostics with timely and interactive human intervention one of the fundamental challenges in the current data driven digital twins is a lack of understanding of how different data synthesis strategies of the same sensor data affect the predictive power of the twin models typically obtained through statistical learning as a result the interactive support for enabling human intervention and machine health monitoring is not generalized for different machine configurations and fault conditions using turbo machinery as a concrete demonstrative context we investigate two fundamentally different data synthesis strategies namely integrated and combinatorial as digital twins for a rotating machine specifically we consider a rotor kit as a machine component develop a synthetic dataset using simulations and conduct systematic studies on the predictive performance of reduced order models trained using the different data data synthesis strategies our experiments show that the combinatorial dataset offers higher prediction accuracy in comaprison to randomized data generation to demonstrate a practical application of our methodology we develop a cloud based augmented reality ar mobile tool that extracts functional information in real time using raw data and maps to respective parts of the machine,Machine Learning
Doc_59,comprehensive growth index cgi more accurately reflects crop growth conditions than single indicators which is crucial for precision irrigation fertilization and yield prediction however many current studies overlook the relationships between different growth parameters and their varying contributions to yield leading to overlapping information and lower accuracy in monitoring crop growth therefore this study focuses on winter wheat and constructs a comprehensive growth monitoring index cgiac based on adaptive weight allocation of growth parameters contribution to yield using data such as leaf area index lai soil plant analysis development spad values plant height ph biomass bm and plant water content pwc using uav data on vegetation indices feature selection was performed using the elastic net the growth inversion model was then constructed using machine learning methods including linear regression lr random forest rf gradient boosting gb and support vector regression svr based on the optimal growth inversion model for winter wheat spatial distribution of wheat growth in the study area is obtained the findings demonstrated that cgiac outperforms cgiav constructed using equal weighting and cgicv built using the coefficient of variation in yield correlation and prediction accuracy specifically the yield correlation of cgiac improved by up to compared to individual indices while yield prediction accuracy increased by up to among the evaluated models the rf model achieved the best performance with a coefficient of determination r of and a root mean square error rmse of a comparison with wheat orthophotos from the same period confirmed that the inversion results were highly consistent with actual growth conditions in the study area the proposed method significantly improved the accuracy and applicability of winter wheat growth monitoring overcoming the limitations of single parameters in growth prediction additionally it provided new technological support and innovative solutions for regional crop monitoring and precision farming operations,Machine Learning
Doc_60,this book offers an in depth exploration of advanced remote sensing technologies in geological studies three of the authors weitao chen xianju li and lizhe wang are affiliated with the school of computer science at the china university of geosciences wuhan china with expertise in ai applications for geological data interpretation the fourth author xuwen qin is based at the china aero geophysical survey and remote sensing center for natural resources beijing china and knows geophysics and multisource data integration this interdisciplinary collaboration provides a robust foundation for the book s innovative methodologies in geological exploration the book integrates remote sensing methodologies with state of the art artificial intelligence ai techniques to enhance geological interpretation remote sensing acquires data via satellites aircraft and drones and usually relies on human interpretation of computer generated images intelligent remote sensing enhanced by ai and machine learning automates analysis improves accuracy and processes complex large scale datasets this advancement enables more efficient geological exploration environmental monitoring and resource management i am a master s student in physics i read the book and wrote the review in three weeks ai was utilized to enhance clarity and language i have no personal connection with the authors the book addresses critical topics such as lithological classification scene segmentation and transfer learning while offering solutions to practical challenges it is tailored for advanced undergraduate and graduate students as well as researchers and professionals specializing in geology,Machine Learning
